,NFLX,PEP,AXP
2022-04-14,-0.026538789451087674,-0.00635841678332727,0.008742175824007825
2022-04-18,-0.00958584552646824,-0.008609632228552044,0.01832629718655765
2022-04-19,0.03181791412443835,0.014552257682109104,0.01458154002442158
2022-04-20,-0.3511660252264417,0.014864126170862857,0.006892175869753769
2022-04-21,-0.03523586867093176,-0.003590385128111384,-0.014432776842849271
2022-04-22,-0.01237282069992962,-0.015385509595914337,-0.02799618850674923
2022-04-25,-0.026030069131120603,0.009236198972134568,0.019718693640032647
2022-04-26,-0.0548330692431056,-0.0025325338292542243,-0.02960354169660817
2022-04-27,-0.049697585250411014,0.00894404514981395,-0.005709426524038386
2022-04-28,0.05823703923477175,0.015155812433403693,0.024489054355407935
2022-04-29,-0.04591020181415317,-0.03261968048525532,-0.03994938556079819
2022-05-02,0.04780419244766887,-0.023003972119187255,-0.017686517531536605
2022-05-03,0.0020554917753936586,0.0013710717325920996,0.002855177176933621
2022-05-04,0.020713461203724304,0.03494252589584179,0.03317649580859827
2022-05-05,-0.07690793394973328,-0.019958594320265588,-0.038297224929060625
2022-05-06,-0.03902934270208258,0.00011740285540584594,-0.02257178372225055
2022-05-09,-0.043487843643154944,0.007569938726664338,-0.036673585688670296
2022-05-10,0.026343139213217626,-0.0012230137379759531,0.005030415706753777
2022-05-11,-0.06354839756951869,-0.004839942879865222,-0.01507756543161587
2022-05-12,0.04772496648697677,-0.0015235542016031056,-0.03839635573513256
2022-05-13,0.07647296206618237,0.019483611755500396,0.03575386947727566
2022-05-16,-0.006022196154807924,0.010073681715997207,-0.0146142193651575
2022-05-17,0.021714670371776545,-0.005755938335952893,0.03464817286649091
2022-05-18,-0.07016160415869266,-0.061962698620735335,-0.03552672093396414
2022-05-19,0.03549857892356423,-0.01497095655128422,-0.013452953372231402
2022-05-20,0.015642088744314275,0.006265569384280356,-0.0049350292651684224
2022-05-23,0.005849188635310032,0.02089883021599448,0.03784904453835636
2022-05-24,-0.03787881994791953,0.013405803978747466,-0.021441074869673282
2022-05-25,0.04153269183354391,0.00685254347690889,0.03135635462903186
2022-05-26,0.01900650604604026,0.006746756118912511,0.030278492160465298
2022-05-27,0.01980150818067239,0.009758413121822906,0.025579071846320023
2022-05-31,0.011527229734399125,-0.023403412542765123,-0.004599049240722297
2022-06-01,-0.02294367262602337,-0.007511144601108466,-0.018125889613936907
2022-06-02,0.06313821183226476,0.0011411326587107418,0.02039095677378966
2022-06-03,-0.029791802230495934,-0.010979041592743766,-0.013657310907706721
2022-06-06,-0.00924714231278867,0.004185545387143774,0.0011388985153801823
2022-06-07,0.00745663602137725,0.006161678831881234,0.009998791319757228
2022-06-08,0.021247677396579068,-0.004983200307521085,-0.01618350636094934
2022-06-09,-0.04959817318826987,-0.017800018248307903,-0.03000729564270388
2022-06-10,-0.050993420206397744,-0.0015972140851804317,-0.040750389692497224
2022-06-13,-0.072428117542219,-0.01710557904389587,-0.05264865288961962
2022-06-14,-0.01267021700948956,-0.022661889642488275,-0.011552308839824055
2022-06-15,0.07502690598029993,0.010696888426698692,0.011203285261466522
2022-06-16,-0.037532588328953786,-0.0048164936889107945,-0.059636172533887755
2022-06-17,0.012460273015684198,0.00019103852467727833,0.04858176491477262
2022-06-21,-0.0262092814580277,0.02323958494849543,0.0040227622452371214
2022-06-22,0.04669121500527007,0.008213502646290394,-0.0025559210502044127
2022-06-23,0.015763918239366514,0.012775457259851741,-0.0189764215302054
2022-06-24,0.05029992324000565,0.012370497890270338,0.0317684447151374
2022-06-27,-0.008959951056746074,0.0013242714394567923,-0.01272665540902429
2022-06-28,-0.05043879304704557,-0.014066795977293545,-0.014553960374522945
2022-06-29,-0.006904261976747206,0.016584362610839287,-0.01912934224629459
2022-06-30,-0.01956719825757569,-0.00041979288204418985,-0.00609454431831935
2022-07-01,0.029050162823246906,0.01638062923047756,0.012840851550976362
2022-07-05,0.032953642873780664,-0.0022433725968578067,-0.005341880574104341
2022-07-06,-0.00979130232628389,0.00999942308937185,-0.010741139030137514
2022-07-07,0.028306024030064547,-0.001991777058986788,0.02084694180276614
2022-07-08,-0.012099162536211128,0.008922307272923202,0.0051761733947219835
2022-07-11,-0.05155631409734074,-0.008203418792492534,-0.008323876421456489
2022-07-12,-0.016296376730165485,-0.0056901578797273755,-0.00995880734840171
2022-07-13,0.012095159915523457,0.0035398590177913025,0.001580695734160642
2022-07-14,-0.010081551902526242,0.005173366210744934,-0.020946903133393535
2022-07-15,0.08198879695124539,0.0008188056681877054,0.04396248672206915
2022-07-18,0.009571136125810398,-0.016713421528518402,-0.0010527365313177661
2022-07-19,0.056096830172761125,0.010697748190433343,0.03829127294406498
2022-07-20,0.07345135743661424,-0.010584517685516381,0.007781796630015103
2022-07-21,0.034374433364832147,0.0014857958407328287,0.008393205274113136
2022-07-22,-0.01536538487752348,0.006527838937594899,0.01884406691352214
2022-07-25,-0.008755252736323604,0.0014150432893129672,0.005097698237366055
2022-07-26,-0.021051626746449115,0.011657319142704958,-0.025749344092306448
2022-07-27,0.0600252261141212,-0.00139676127920918,0.012013635652140309
2022-07-28,-0.0032193857884853516,0.018940498102233194,0.0033634141687859387
2022-07-29,-0.0049553595027209685,0.0006864011581459994,0.012357071712598033
2022-08-01,0.005824868176678377,0.011373972096545781,-0.004479953397388825
2022-08-02,-0.021175051512998477,-0.00825087019077586,-0.011282825975866384
2022-08-03,0.023981562652449107,0.007635741614600455,0.02526376265216257
2022-08-04,0.014025528136963894,-0.005428980964352403,0.009264636873592469
2022-08-05,-0.013614043899597195,-0.007505498959900159,0.004079807544905778
2022-08-08,0.029588176867384908,-0.004010294677764148,-0.001460197673545549
2022-08-09,-0.015204089974899415,0.0037388200958552442,0.009664320220359901
2022-08-10,0.06162476306207809,0.008252162988001466,0.022921910073654406
2022-08-11,-0.00577609953948599,-0.0051154322086198745,0.0033858842864533667
2022-08-12,0.027194092239412493,0.01308277326758378,0.017485678561107276
2022-08-15,-0.000762143758846312,0.010996429978611166,-0.0026531744520168488
2022-08-16,-0.013728867410243928,0.0058010294065329315,-0.00030222366876286877
2022-08-17,-0.018478605152053795,-0.0005546034796671817,-0.008769350792303454
2022-08-18,0.016670140469448036,0.000998738622584039,0.004575961122205374
2022-08-19,-0.016355975595646388,-0.0012749209274975914,-0.014637039129412166
2022-08-22,-0.060623694451675036,-0.009546546251780974,-0.027983286434942634
2022-08-23,-0.008784277802381335,-0.0004483151158466425,-0.0023461960960527994
2022-08-24,0.02253394562380584,0.004989625015483723,0.011440939622505697
2022-08-25,0.01903225079731352,5.583937259689975e-05,0.01948086941246241
2022-08-26,-0.04573039210027996,-0.023595754367803812,-0.03032730258594296
2022-08-29,0.005777537405833533,-0.00314206932166472,-0.01760857107272651
2022-08-30,-0.01745564100229524,-0.008596480903078185,0.000776565168825627
2022-08-31,0.013188324235687832,-0.004162097218567751,-0.01719904047022247
2022-09-01,0.02898548845188942,0.003366818463284904,-0.0058552591424239075
2022-09-02,-0.01708395405355867,-0.012669958716083118,-0.00873540678239082
2022-09-06,-0.03414267922632386,-0.006738597976069127,-0.00794437035819906
2022-09-07,0.048399685671320025,0.0220636281892701,0.024562542036113744
2022-09-08,-0.006638732651508383,-0.0033477739166215548,0.008341571576098161
2022-09-09,0.026952184387140754,0.003185284401402866,0.03204792881723417
2022-09-12,0.012672823403089506,0.003925601379686228,0.025309230276734596
2022-09-13,-0.07779137526505964,-0.03732024417573143,-0.04370570008067576
2022-09-14,0.02746064319575403,0.007586099909747013,0.006115203803784608
2022-09-15,0.050240987020088834,-0.016599406654887572,-0.0010876402151381859
2022-09-16,0.020180133832373937,0.006570992921423269,-0.019535021817536413
2022-09-19,0.01457543800787442,0.010540782739227206,0.01489416482900996
2022-09-20,-0.0032015710859262247,0.0011260738826370797,-0.012100958260985228
2022-09-21,-0.0246242982747924,-0.0028415565518713493,-0.031078897227360236
2022-09-22,0.0007599440126693224,0.0009499148645824018,-0.03819519654450165
2022-09-23,-0.04488504219645717,-0.00047450669133175527,-0.01936659649095851
2022-09-26,-0.010335216200883068,-0.00041542441516650985,-0.020034205537180383
2022-09-27,0.0012942084020786115,-0.014485025144618802,0.000291077088469871
2022-09-28,0.09288641594400637,0.01602315372644525,0.022328838044757493
2022-09-29,-0.0223898462589861,-0.01221318302577079,-0.01970691747704556
2022-09-30,-0.017813208263591118,-0.020106872884240845,-0.02090129736811064
2022-10-03,0.015290480833317632,0.012189180204099204,0.03787710674999234
2022-10-04,0.00711183172180041,0.011255676915894464,0.038851608880261956
2022-10-05,-0.016657014514103508,-0.006642335026613599,-0.0074935483732229136
2022-10-06,0.013897725697205043,-0.019277090049651724,-0.013783959975614657
2022-10-07,-0.06361971502644859,-0.007309597168913551,-0.023739322706123334
2022-10-10,0.02327028132386677,0.0012994660792899904,-0.010719463979597554
2022-10-11,-0.06822333565043825,0.004758305393776974,-0.0011634674548136603
2022-10-12,0.030706062052410887,0.04182301005546618,-0.004441212837601349
2022-10-13,0.0527006820617375,0.030816466376480278,0.035176227624432954
2022-10-14,-0.010795211243111336,-0.025313545349608613,-0.03348643865045253
2022-10-17,0.06565220045006792,0.01492445648802021,0.034573465477281795
2022-10-18,-0.017299083588652953,0.013489271630215294,0.03143996338925392
2022-10-19,0.13086441996424325,-0.009710938946364323,-0.013836592893035515
2022-10-20,-0.015493065368431536,-0.010959817084650658,-0.010766152938914586
